root_cnpj,cnpj_est,name,date_start,situation,situationDate,cidade,porte,activity
03800617,03800617000180,ASSOCIACAO DOS PRODUTORES RURAIS DO POVOADO POSSE I,2000-05-09,Baixada,2008-12-31,COELHO NETO,DEMAIS,Atividades de associações de defesa de direitos sociais
03698144,03698144000151,PARTIDO DEMOCRATA TRABALHISTA - PDT,2000-03-20,Inapta,2019-01-16,CENTRO DO GUILHERME,DEMAIS,Atividades de organizações políticas
03706402,03706402000102,LOCAR VEICULOS LTDA,2000-03-20,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Locação de automóveis sem condutor
03808541,03808541000139,RAFAEL A. BRAGA,2000-04-18,Baixada,2011-07-25,MARACACUME,DEMAIS,Comércio varejista de tecidos
03810106,03810106000149,ASSOCIACAO DE PEQUENOS AGRICULTORES DO POVOADO BAIXAO SAO FRANCISCO,2000-05-10,Baixada,2008-12-31,BURITICUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03810612,03810612000138,R. DE ASSUNCAO BORGES CENTRO EDUCACIONAL,2000-05-12,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Ensino fundamental
03751869,03751869000166,POLARY - SERVICOS MEDICOS LTDA,2000-04-07,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
03780983,03780983000114,ARLENE A. S. SANTANDER VARIEDADES,2000-04-28,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03715401,03715401000116,LIRA & PEREIRA LTDA,1999-12-09,Ativa,2005-11-03,PINHEIRO,MICRO EMPRESA,Comércio atacadista de produtos alimentícios em geral
03811617,03811617000185,M ORLENI VIEIRA,2000-05-10,Baixada,2015-02-09,MARACACUME,DEMAIS,Beneficiamento de arroz
03793602,03793602000131,D. C. DE ANDRADE,2000-05-03,Ativa,2005-11-03,SAO JOAO DOS PATOS,MICRO EMPRESA,Construção de edifícios
03817001,03817001000111,M. S. DOS S. FERREIRA,2000-05-19,Baixada,2015-02-09,SAO LUIS,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03743265,03743265000178,D. CAVALCANTE SOUSA,2000-04-10,Baixada,2015-02-09,ACAILANDIA,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03748592,03748592000112,ASSOCIACAO COMUNITARIA DE LAVRADORES NOVA VIDA DE ITINGA DO MARANHAO,2000-04-07,Baixada,2008-12-31,ITINGA DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03831701,03831701000160,ASSOCIACAO DE MORADORES DO POVOADO E BAIRRO TRISIDELA,2000-02-13,Baixada,2015-02-09,ITAPECURU MIRIM,DEMAIS,Atividades de associações de defesa de direitos sociais
03712661,03712661000138,POLIANA FRANCO BARROS,2000-03-17,Baixada,2001-08-23,PORTO FRANCO,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03709677,03709677000191,F X N OLIVEIRA,2000-03-20,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03831734,03831734000100,LOTERICA SAO LUIS COMERCIO E SERVICOS LTDA,2000-05-25,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Casas lotéricas
03832575,03832575000169,PSD DIRETORIO MUNICIPAL DE RAPOSA,2000-04-18,Baixada,2008-12-31,RAPOSA,DEMAIS,Atividades de organizações políticas
03751548,03751548000161,R. N. DA SILVA OLIVEIRA - COMERCIO,2000-04-10,Baixada,2008-12-31,SENADOR LA ROCQUE,DEMAIS,"Comércio atacadista de cerveja, chope e refrigerante"
03818409,03818409000108,PARTIDO LIBERAL-PL DIRETORIO MUNICIPAL DE ALTO ALEGRE DO PINDARE-MA,2000-05-18,Ativa,2000-05-18,ALTO ALEGRE DO PINDARE,DEMAIS,Atividades de organizações políticas
03761469,03761469000131,DIRETORIO MUNICIPAL DO PARTIDO POPULAR SOCIALISTA - PPS,2000-04-17,Baixada,2008-12-31,CURURUPU,DEMAIS,Administração pública em geral
03754005,03754005000106,J D ROSA NETO EIRELI,2000-04-12,Ativa,2019-02-27,BALSAS,MICRO EMPRESA,Obras de terraplenagem
03689435,03689435000183,PLANUS CONSTRUCOES E INCOPORACOES LTDA,2000-03-09,Baixada,2002-01-16,SAO JOSE DE RIBAMAR,DEMAIS,Obras de terraplenagem
03831282,03831282000167,ESCOLA MUNICIPAL NENROD SILVA,2000-05-09,Ativa,2000-05-09,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03786095,03786095000109,HELOISA DA S. MARQUES,2000-04-28,Inapta,2019-02-28,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03696407,03696407000193,SARAIVA E NUNES LTDA,2000-03-14,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03698736,03698736000173,FERNANDES E LIMA LTDA,2000-03-14,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,DEMAIS,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03721418,03721418000186,CDE CONSULTORIO DE DERMATOLOGIA LTDA,2000-03-29,Baixada,2009-02-02,SAO LUIS,MICRO EMPRESA,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos
03709906,03709906000178,TORQUATO FERNANDES  ENGENHARIA LTDA,2000-03-22,Ativa,2005-11-03,SAO LUIS,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03831942,03831942000100,DROGAFARMA EMPREENDIMENTOS COMERCIAIS LTDA,2000-05-17,Ativa,2004-03-12,JENIPAPO DOS VIEIRAS,MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03798161,03798161000160,NETO REPRESENTACOES LTDA,2000-05-09,Inapta,2018-11-07,TIMON,DEMAIS,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03825186,03825186000106,CAIXA ESCOLAR CORONEL SEBASTIAO FURTADO DE MENDONCA,2000-05-12,Inapta,2019-01-29,ARAIOSES,DEMAIS,Atividades de associações de defesa de direitos sociais
03828580,03828580000106,J. P. DA SILVA MINI BOX,2000-05-24,Inapta,2018-09-18,CIDELANDIA,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03712509,03712509000155,ELOS SERVICOS LTDA,2000-03-23,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços pessoais não especificadas anteriormente
03735526,03735526000108,ELSON AMANCIO DE SOUZA & CIA LTDA,2000-03-27,Inapta,2018-11-06,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03760606,03760606000113,V R ENGENHARIA LTDA,2000-04-13,Baixada,2008-02-01,SAO LUIS,MICRO EMPRESA,Serviços de engenharia
03764679,03764679000183,S DA S MESQUITA,2000-04-19,Baixada,2008-12-31,SAO LUIS,DEMAIS,Perfuração e construção de poços de água
03825162,03825162000157,CAIXA ESCOLAR JOSE RIBAMAR DA C E SILVA,2000-05-12,Ativa,2020-01-26,ARAIOSES,DEMAIS,Atividades de associações de defesa de direitos sociais
03707348,03707348000101,LIVRARIA EVANGELICA MARANATA LTDA,2000-03-15,Ativa,2005-11-03,SAO LUIS,EMPRESA DE PEQUENO PORTE,Comércio varejista de livros
03816191,03816191000152,NUBIA AIRES MARTINS,2000-05-11,Baixada,2015-02-09,CAJARI,DEMAIS,Padaria e confeitaria com predominância de revenda
03803564,03803564000150,ASSOCIACAO DOS PEQUENOS AGRICULTORES DO BAIRRO VILA SANTA,2000-05-08,Baixada,2008-12-31,GOVERNADOR EUGENIO BARROS,DEMAIS,Atividades de associações de defesa de direitos sociais
03807566,03807566000118,PARTIDO SOCIALISTA BRASILEIRO,2000-04-26,Inapta,2020-10-27,SAO RAIMUNDO DAS MANGABEIRAS,DEMAIS,Atividades de organizações políticas
03825632,03825632000182,CAIXA ESCOLAR NATANAEL LOPES CONCEICAO,2000-05-11,Inapta,2019-01-29,ARAIOSES,DEMAIS,Atividades de associações de defesa de direitos sociais
03832335,03832335000164,PSDB - PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2000-05-25,Ativa,2020-07-20,MATOES DO NORTE,DEMAIS,Atividades de organizações políticas
03828689,03828689000135,SAO JOSE II DO POVOADO CARIONGOII,2000-05-23,Ativa,2019-09-15,MIRANDA DO NORTE,DEMAIS,Atividades de associações de defesa de direitos sociais
03743512,03743512000136,F.B.SOARES PEREIRA,2000-01-26,Ativa,2005-11-03,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Educação infantil - pré-escola
03830566,03830566000139,F. M. MOURA NETO,2000-05-25,Baixada,2002-11-19,CAROLINA,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03701069,03701069000130,R.B.PITOMBEIRA - INDUSTRIA,2000-01-13,Baixada,2015-02-09,ACAILANDIA,DEMAIS,"Fabricação de acessórios do vestuário, exceto para segurança e proteção"
03825053,03825053000130,ASSOCIACAO COM DOS MORADORES DO POV. BAGACO E ADJACENCIAS,2000-05-22,Inapta,2019-01-17,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03780000,03780000000140,ASSOCIACAO COMUNITARIA DOS PRODUTORES RURAIS DO POVOADO SANTA CATARINA,2000-04-14,Baixada,2008-12-31,MILAGRES DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03731665,03731665000163,LUZIMAR M. DOS SANTOS,2000-03-31,Ativa,2019-08-20,GOVERNADOR NUNES FREIRE,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03776178,03776178000117,BEATRIZ CONSTRUCOES COMERCIO E REPRESENTACOES LTDA,2000-04-26,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03806764,03806764000167,CAIXA ESCOLAR DO GRUPO ESCOLAR TEODORIO FERNANDES,2000-05-15,Ativa,2019-09-03,SAO RAIMUNDO DO DOCA BEZERRA,DEMAIS,Atividades de associações de defesa de direitos sociais
03712336,03712336000175,COMERCIAL NORTE BRASIL LTDA,1999-01-25,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Edição de jornais diários
03805169,03805169000107,ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DO POVOADO MALHADA,2000-05-15,Inapta,2019-01-29,CHAPADINHA,DEMAIS,Atividades de associações de defesa de direitos sociais
03746073,03746073000115,J. A . CASTRO VIEIRA,2000-04-12,Baixada,2008-12-31,VITORINO FREIRE,DEMAIS,Comércio atacadista de produtos alimentícios em geral
03832095,03832095000106,ASSOCIACAO DOS MORADORES DO RUMO,2000-04-24,Inapta,2019-01-29,SAO JOAO BATISTA,DEMAIS,Atividades de associações de defesa de direitos sociais
03779985,03779985000193,E MOREIRA COMERCIO,2000-04-26,Baixada,2008-08-26,SAO LUIS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03734748,03734748000106,TENAZ CONSTRUCOES E SERVICOS LTDA,2000-03-31,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Construção de edifícios
03703660,03703660000127,TELBRA ENGENHARIA EM TELECOMUNICACOES E EMPREENDIMENTOS LTDA,2000-03-14,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03745376,03745376000113,UNIAO DOS MORADORES DO POVOADO BORAGICA,2000-04-04,Baixada,2015-02-09,ANAJATUBA,DEMAIS,Atividades de associações de defesa de direitos sociais
03831477,03831477000107,PSD - CAJARI - DIRETORIO MUNICIPAL,2000-05-25,Baixada,2015-02-09,CAJARI,DEMAIS,Atividades de organizações políticas
03727178,03727178000127,W. P. PINHEIRO ARMARINHO E CONFECCAO,2000-03-31,Baixada,2015-02-09,CANTANHEDE,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03717663,03717663000110,T. C. M. RABELO,2000-03-24,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03734675,03734675000152,EXITUS REPRESENTACOES LTDA,2000-03-31,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03795587,03795587000160,PAULA MARANHAO VIEIRA DA CUNHA,2000-05-05,Baixada,2001-07-31,SAO LUIS,DEMAIS,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03783483,03783483000136,M. J. DA SILVA PEREIRA,2000-04-28,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03825090,03825090000148,ALESSANDRA REIS,2000-05-04,Inapta,2018-09-18,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03828586,03828586000175,PIRES - CONSTRUTORA E ENGENHARIA LTDA,2000-05-11,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03804392,03804392000130,BELMAR LIMA CALDAS,2000-04-14,Ativa,2005-11-03,COELHO NETO,MICRO EMPRESA,Fabricação de esquadrias de metal
03745358,03745358000131,ASSOCIACAO DE MORADORES DO P3 V3,2000-04-03,Ativa,2005-11-03,BURITICUPU,DEMAIS,Atividades de associações de defesa de direitos sociais
03746114,03746114000173,ACONGRETUR - AGENCIA DE VIAGENS E TURISMO LTDA,2000-04-07,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Agências de viagens
03689378,03689378000132,GRAFICA E PAPELARIA VITORI LTDA,2000-03-03,Baixada,2001-10-09,BACABAL,DEMAIS,Impressão de material para outros usos
03831271,03831271000187,ESCOLA MUNICIPAL SINHAZINHA FERREIRA,2000-05-09,Ativa,2000-05-09,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03788620,03788620000125,COSTA REPRESENTACOES LTDA,2000-04-10,Inapta,2018-09-18,CAXIAS,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03686635,03686635000182,S. R. SA,2000-03-02,Baixada,2008-12-31,VIANA,DEMAIS,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03832329,03832329000107,JOSE R. C. DA SILVA JUNIOR,2000-05-25,Baixada,2008-12-31,SAO LUIS,MICRO EMPRESA,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários"
03751606,03751606000157,CCN REPRESENTACOES LTDA,2000-04-14,Inapta,2019-02-28,SAO LUIS,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03790694,03790694000104,ALDEMIR DE A. BEZERRA,2000-05-05,Baixada,2015-02-09,TRIZIDELA DO VALE,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03797157,03797157000188,ANTONIO A M DE CARVALHO,2000-05-08,Baixada,2015-02-09,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03775190,03775190000107,D. B. L. BASTOS,2000-04-19,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores
03709476,03709476000194,E I M LUZ MONTEIRO,2000-03-02,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03834410,03834410000126,PARTIDO SOCIAL DEMOCRATICO - PSD,2000-05-24,Inapta,2019-01-29,BENEDITO LEITE,DEMAIS,Atividades de organizações políticas
03733871,03733871000102,ASSOCIACAO DOS PRODUTORES RURAIS DE BENEDITO LEITE,2000-04-04,Baixada,2015-02-09,BENEDITO LEITE,DEMAIS,Atividades de associações de defesa de direitos sociais
03806787,03806787000171,ASSOCIACAO DOS PROD. RURAIS DO POV. MATA GRANDE - DAVINOPOLIS/MA,2000-05-11,Baixada,2015-02-09,DAVINOPOLIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03684596,03684596000184,URGEL L DA SILVA JUNIOR,2000-03-03,Baixada,2008-12-31,BACABEIRA,DEMAIS,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
03743367,03743367000193,J.RODRIGUES DA SILVA NETO,2000-04-07,Baixada,2008-12-31,BACABEIRA,DEMAIS,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
03753883,03753883000107,ASSOCIACAO DOS MORADORES DO POVOADO SANTA MARIA-I,2000-04-17,Baixada,2008-12-31,COELHO NETO,DEMAIS,Atividades de associações de defesa de direitos sociais
03789024,03789024000160,CARLOS EDUARDO R.DE J. JARDIM,2000-05-05,Inapta,2018-11-06,SAO LUIS,DEMAIS,Confecção de roupas íntimas
03760663,03760663000100,J DE R SOUSA MOREIRA,2000-04-17,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03831665,03831665000135,ASSOCIACAO DE COOPERACAO NA AGRICULTURA FAMILIAR NO ESTADO DO MARANHAO,2000-04-10,Inapta,2018-09-18,IGARAPE DO MEIO,DEMAIS,Atividades de associações de defesa de direitos sociais
03714283,03714283000121,SINDICATO DOS TALHADORES DE CARNE E ASSEMELHADOS DE SAO MATEUS DO MARANHAO,2000-03-16,Baixada,2008-12-31,SAO MATEUS DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03743909,03743909000128,C G MARTINS,2000-04-03,Ativa,2005-11-03,PRESIDENTE DUTRA,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03813614,03813614000180,FISIOMAR FISIOTERAPIA E REABILITACOES LTDA,2000-05-15,Ativa,2005-11-03,BALSAS,MICRO EMPRESA,Atividades de fisioterapia
03692561,03692561000197,CARLOS ALBERTO SOUSA SARAIVA FILHO,2000-03-14,Baixada,2008-12-31,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03749838,03749838000170,R N DOS REMEDIOS,2000-02-18,Baixada,2015-02-09,CARUTAPERA,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03734664,03734664000172,A. C. DA SILVA COSTA,2000-03-28,Ativa,2005-11-03,OLHO D'AGUA DAS CUNHAS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03801813,03801813000179,ASSOCIACAO DOS PEQUENOS PROD. RURAIS DO PROJ. DE ASSENTAMENTO FENIX,2000-05-09,Ativa,2005-11-03,ITINGA DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03721304,03721304000136,N B ARAUJO SILVA,2000-03-21,Baixada,2015-02-09,SAO JOSE DE RIBAMAR,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03828433,03828433000128,ILANE S. MAGALHAES,2000-05-23,Ativa,2005-11-03,IMPERATRIZ,DEMAIS,Fornecimento de alimentos preparados preponderantemente para empresas
03761674,03761674000105,RUSTHON A. OLIVEIRA DO LAGO,2000-04-18,Inapta,2019-01-29,BACABAL,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03819054,03819054000171,M O TORRES,2000-05-16,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03820013,03820013000103,S. R. COSTA MATOS,2000-05-19,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista especializado de equipamentos e suprimentos de informática
03831481,03831481000175,H. DO NASCIMENTO BARBOSA,2000-05-23,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de outros produtos não especificados anteriormente
03793448,03793448000106,PEDRO TAVARES & CIA LTDA,1999-12-22,Ativa,2005-11-03,SANTA INES,MICRO EMPRESA,Atividades de contabilidade
03741073,03741073000122,J. J. ROCHA MUNIZ,2000-04-06,Baixada,2015-02-09,SAO JOSE DE RIBAMAR,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03686775,03686775000150,M. NUNES SILVA,2000-03-03,Baixada,2015-02-09,PENALVA,DEMAIS,"Discotecas, danceterias, salões de dança e similares"
03698199,03698199000161,J A C SERRAO,2000-02-24,Ativa,2005-11-03,SAO BENTO,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03709164,03709164000180,R. DE J. ABREU COMERCIO E REPRESENTACOES,2000-03-17,Inapta,2019-01-29,SAO VICENTE FERRER,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03684045,03684045000110,R. P. MORAES COMERCIO,2000-01-27,Baixada,2013-08-13,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de calçados
03757203,03757203000115,UNIPESCA REPRESENTACOES LTDA,2000-03-31,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação
03767521,03767521000167,I S LOBAO,2000-04-19,Baixada,2015-02-09,PACO DO LUMIAR,DEMAIS,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"
03735006,03735006000103,EXPRESS EMPREENDIMENTOS E ENGENHARIA LTDA,2000-03-29,Baixada,2007-12-17,SAO LUIS,MICRO EMPRESA,Serviços de engenharia
03734665,03734665000117,UNIAO DOS TRABALHADORES RURAIS DO POVOADO CANELA,2000-03-30,Baixada,2015-02-09,OLHO D'AGUA DAS CUNHAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03801661,03801661000104,M. LIMA COSTA,2000-05-11,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos de telefonia e comunicação
03692527,03692527000112,EDEMIR LUIZ SCHRAMM,2000-02-18,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de material elétrico
03707366,03707366000193,ASSOCIACAO DOS EDUCADORES DE TASSO FRAGOSO,2000-03-23,Ativa,2019-07-09,TASSO FRAGOSO,DEMAIS,Atividades de associações de defesa de direitos sociais
03735357,03735357000106,COMISSAO PROVISORIA DO PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA - PSDB DE BREJO MA,1999-09-05,Inapta,2019-05-30,BREJO,DEMAIS,Atividades de organizações políticas
03823265,03823265000188,P. A. MELO,2000-05-19,Baixada,2001-03-01,SAO LUIS,DEMAIS,Comércio varejista de carnes - açougues
03769872,03769872000107,R ALVES SERRA,2000-04-19,Baixada,2015-02-09,OLINDA NOVA DO MARANHAO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03832271,03832271000100,ASSOCIACAO DA PAZ DE ILHA GRANDE E ADJACENCIAS,2000-03-31,Inapta,2019-01-29,SAO JOAO BATISTA,DEMAIS,Atividades de associações de defesa de direitos sociais
03829641,03829641000141,ASSOCIACAO M A 014 UNIDOS VENCEREMOS,2000-01-12,Inapta,2019-01-29,MATINHA,DEMAIS,Atividades de associações de defesa de direitos sociais
03780758,03780758000188,ASSOCIACAO DOS PEQUENOS AGRICULTORES RURAIS DA LOCALIDADE DOIS BURITIS,2000-04-18,Baixada,2015-02-09,SITIO NOVO,DEMAIS,Atividades de associações de defesa de direitos sociais
03824483,03824483000137,ESCOLA MUNICIPAL EXPERIMENTA,2000-05-09,Inapta,2019-01-29,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03814293,03814293000139,UNIDADE EXECUTORA CONSELHO ESCOLAR ELEODORIA JACINTA CANTANHEDE,2000-05-15,Ativa,2018-12-19,PRESIDENTE JUSCELINO,DEMAIS,Ensino fundamental
03789030,03789030000117,ARRUDA E ABDALLA LTDA,2000-05-04,Baixada,2002-11-21,SAO LUIS,DEMAIS,Restaurantes e similares
03743915,03743915000185,ASSOCIACAO DOS TRABALHADORES RURAIS DO POVOADO ATRACA-TUFILANDIA-MARANHAO,1999-03-27,Baixada,2015-02-09,TUFILANDIA,DEMAIS,Atividades de associações de defesa de direitos sociais
03817023,03817023000181,SURAMA ARAUJO REGO,2000-05-17,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03743674,03743674000174,O. M. RABELO - COMERCIO,2000-04-10,Baixada,2008-12-31,MIRANDA DO NORTE,DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente
03693061,03693061000170,E. T. DA C. SALAZAR,2000-02-22,Baixada,2015-02-09,IMPERATRIZ,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03829063,03829063000143,PARTIDO DEMOCRATICO TRABALHISTA,2000-05-25,Baixada,2008-12-31,PALMEIRANDIA,DEMAIS,Atividades de organizações políticas
03783056,03783056000158,"ECODIM - CENTRO DE DIAGNOSTICOS POR IMAGENS, CONSULTORIAS E ESPECIALIDADES NA AREA DA SAUDE LTDA",2000-04-28,Ativa,2005-11-03,CHAPADINHA,MICRO EMPRESA,Atividades de profissionais da área de saúde não especificadas anteriormente
03738407,03738407000109,D. F. DE SA COMERCIO,2000-04-01,Inapta,2019-01-17,COELHO NETO,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03740336,03740336000189,ASSOCIACAO DOS TRABALHADORES RURAIS DA RUA VEREADOR MACHADO DE TUFILANDIA,1999-03-27,Baixada,2009-02-02,TUFILANDIA,DEMAIS,Atividades de associações de defesa de direitos sociais
03797143,03797143000164,M. DE F. P.DOS PASSOS,2000-04-17,Inapta,2019-01-29,BALSAS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03695497,03695497000106,CICOM - CONSTRUCOES CONSERVACAO E MANUTENCAO LTDA,2000-03-14,Baixada,2015-02-09,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03816498,03816498000153,S.ROCHA COMERCIO,2000-05-17,Ativa,2005-11-03,IMPERATRIZ,MICRO EMPRESA,Fotocópias
03820052,03820052000100,BELEM PESCA LTDA,2000-05-12,Baixada,2015-02-09,IMPERATRIZ,DEMAIS,"Comércio varejista de artigos de caça, pesca e camping"
03732019,03732019000110,A. L. D. SILVA COMPONENTES ELETRONICOS,2000-04-04,Baixada,2018-07-05,BACABAL,MICRO EMPRESA,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
03795132,03795132000145,LAGGE ENGENHARIA DO MARANHAO LTDA,2000-05-08,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03696638,03696638000105,P DE JESUS CUNHA COMRCIO E SERVIOS,2000-03-10,Baixada,2015-02-09,PACO DO LUMIAR,MICRO EMPRESA,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
03721542,03721542000141,A M QUEIROS DE OLIVEIRA EIRELI,2000-03-01,Inapta,2020-10-27,SAO LUIS,EMPRESA DE PEQUENO PORTE,Comércio a varejo de peças e acessórios novos para veículos automotores
03740624,03740624000133,V. A VENDEDORES ASSOCIADOS LTDA,2000-02-09,Baixada,2017-01-24,SAO LUIS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03691170,03691170000158,R. DA SILVA SARAIVA,2000-03-14,Ativa,2005-11-03,VITORINO FREIRE,DEMAIS,Comércio varejista de jornais e revistas
03825553,03825553000171,PSD - LIMA CAMPOS - DIRETORIO MUNICIPAL,2000-05-23,Inapta,2019-02-01,LIMA CAMPOS,DEMAIS,Atividades de organizações políticas
03761666,03761666000150,J.G.RIBEIRO PINTO,2000-04-18,Inapta,2019-01-29,BACABAL,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
